study_id,site_id,plot_id,longitude,latitude,position_method,elevation,elevation_se,datum,elevation_method,MSL,MHW,tidal_datum_source,year,is_peak_biomass,field_or_manipulation_code,genus,species,other_cover_description,harvest_or_allometry,allometric_measurements_present,plot_area,AGB_total,BGB_total,root_and_rhizome_to_shoot_ratio
Morris_et_al_2020,Cape Cod East,PB14-210,-69.93499836750333,41.744271609347415,RTK,0.687699999995,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2839.6835417778116,1243.3209020756906,0.43783783783783786
Morris_et_al_2020,Cape Cod East,PB2-660,-69.94051844182475,41.75580044879781,RTK,0.963499999998,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2028.3453869841512,1122.7165817685247,0.5535135135135135
Morris_et_al_2020,Cape Cod East,PB2-720,-69.94127655137241,41.75582126090121,RTK,0.939199999993,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,993.3410381662925,1127.102193416058,1.1346578366445916
Morris_et_al_2020,Cape Cod East,PB2-780,-69.94203466131798,41.75584206799669,RTK,0.883799999996,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1857.3065327303523,1065.703630350592,0.5737898465171194
Morris_et_al_2020,Cape Cod East,PB3-480,-69.93773687103511,41.75229247490044,RTK,0.883499999996,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1460.4086786285889,1227.9712613093238,0.8408408408408408
Morris_et_al_2020,Cape Cod East,PB3-540,-69.9385059157455,41.75224116079067,RTK,0.934500000003,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,984.5698148712258,977.9913973999259,0.9933184855233853
Morris_et_al_2020,Cape Cod East,PB3-600,-69.93941993434252,41.752233690816695,RTK,0.843999999997,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2631.366988519978,1977.910853037518,0.7516666666666671
Morris_et_al_2020,Cape Cod East,PB4-005,-69.93962776866374,41.783792148018186,RTK,0.892900000006,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,655.6489413062284,1065.703630350592,1.625418060200669
Morris_et_al_2020,Cape Cod East,PB4-035,-69.9400604107071,41.78375258095011,RTK,0.873800000001,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,515.3093685851628,372.7769900403305,0.7234042553191488
Morris_et_al_2020,Cape Cod East,PB4-070,-69.9404200679422,41.78365956853627,RTK,1.00629999999,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2879.1540466056117,1219.2000380142574,0.42345773038842344
Morris_et_al_2020,Cape Cod East,PB4-070,-69.9404200679422,41.78365956853627,RTK,1.00629999999,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,605.2144073595954,633.7208830685619,1.0471014492753623
Morris_et_al_2020,Cape Cod East,PB5-070,-69.93841733304858,41.781658406830694,RTK,0.9182,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1383.6604747967563,596.4431840645289,0.43106180665610144
Morris_et_al_2020,Cape Cod East,PB5-100,-69.93871563868939,41.781484839033034,RTK,0.886199999994,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1690.653290124087,1287.1770185510236,0.761348897535668
Morris_et_al_2020,Cape Cod East,PB5-120,-69.93874923889337,41.781313433863595,RTK,1.0189,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1482.3367368662553,1350.7683874402564,0.911242603550296
Morris_et_al_2020,Cape Cod East,PB6-035,-69.93728012076588,41.78041573531474,RTK,0.957399999999,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1221.3928438380242,813.5309606174271,0.6660682226211848
Morris_et_al_2020,Cape Cod East,PB6-060,-69.9375579023582,41.78048552359022,RTK,0.917700000005,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1300.3338534936236,1065.703630350592,0.8195615514333895
Morris_et_al_2020,Cape Cod East,PB6-110,-69.93809005991346,41.78067032362709,RTK,0.658899999995,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1622.6763095873212,1100.7885235308581,0.6783783783783782
Morris_et_al_2020,Cape Cod East,PB7-120,-69.93701759957531,41.77560820324002,RTK,0.921300000002,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,624.9496597734952,212.70216490536504,0.34035087719298246
Morris_et_al_2020,Cape Cod East,PB8-120,-69.93705612340061,41.77412175310187,RTK,1.0062,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,1015.2690964039589,418.82591233943015,0.4125269978401728
Morris_et_al_2020,Cape Cod East,PB8-145,-69.93732250244972,41.77423666951231,RTK,0.820000000007,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,3534.80298791184,1659.954008591354,0.4696029776674938
Morris_et_al_2020,Cape Cod East,PB8-165,-69.93751656711252,41.7743431685799,RTK,0.822499999995,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,12126.216205429551,2497.6058332702146,0.20596745027124816
Morris_et_al_2020,Cape Cod East,PB9-100,-69.93646690601506,41.77001040952281,RTK,0.790399999998,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1830.992862845153,760.9036208470276,0.41556886227544904
Morris_et_al_2020,Cape Cod East,PB9-130,-69.93686284392962,41.76993512621753,RTK,0.762900000002,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1425.3237854483225,1151.2230574774912,0.8076923076923077
Morris_et_al_2020,Cape Cod West,WE1-000,-70.19977871842971,42.03764324522636,RTK,0.649699999994,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,3293.5943472974864,1050.3539895842252,0.318908122503331
Morris_et_al_2020,Cape Cod West,WE1-100,-70.20083405763364,42.03722691943217,RTK,0.893899999995,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,767.4820383183275,201.7381357865318,0.2628571428571429
Morris_et_al_2020,Cape Cod West,WE1-200,-70.2018288180771,42.03680221194289,RTK,0.976200000005,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2210.3482703567834,962.6417566335592,0.4355158730158729
Morris_et_al_2020,Cape Cod West,WE1-500,-70.2048101274798,42.035374960096554,RTK,0.269400000005,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2912.046133962111,497.7669219950296,0.17093373493975905
Morris_et_al_2020,Cape Cod West,WE2-000,-70.19944907915827,42.036818101983435,RTK,-0.3606,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,850.8086596214603,225.85899984796495,0.2654639175257732
Morris_et_al_2020,Cape Cod West,WE2-100,-70.20049114166221,42.03633887325721,RTK,0.743700000006,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2333.1453964877155,833.266213031327,0.35714285714285715
Morris_et_al_2020,Cape Cod West,WE2-200,-70.20154577612736,42.035886522650245,RTK,1.0264,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1041.5827662891588,973.6057857523926,0.9347368421052631
Morris_et_al_2020,Cape Cod West,WE3-000,-70.19817824210433,42.03669628101673,RTK,0.430800000002,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2554.618784688147,1004.3050672851257,0.39313304721030046
Morris_et_al_2020,Cape Cod West,WE3-100,-70.19925756513125,42.036270712865864,RTK,0.617700000003,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2901.082104843278,806.9525431461273,0.2781557067271353
Morris_et_al_2020,Cape Cod West,WE3-200,-70.2002518132619,42.03581900513695,RTK,0.839200000002,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1633.6403387061544,1175.3439215389244,0.7194630872483221
Morris_et_al_2020,Cape Cod West,WE4-000,-70.19698789844125,42.03506953688823,RTK,-0.239100000006,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1903.355455029452,1149.0302516537247,0.6036866359447005
Morris_et_al_2020,Cape Cod West,WE4-100,-70.19769428648365,42.03472893011191,RTK,1.10619999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2111.672008287284,1570.0489698169215,0.7435098650051921
Morris_et_al_2020,Cape Cod West,WE4-200,-70.19873717492565,42.034294740612644,RTK,0.612999999998,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2826.526706835212,787.2172907322273,0.27851047323506595
Morris_et_al_2020,Cape Cod West,WE4-300,-70.19973122699875,42.033834032953834,RTK,-0.0963999999949,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,4008.4490458454366,800.3741256748273,0.199671772428884
Morris_et_al_2020,Cape Cod West,WE5-000,-70.19804274854832,42.03269885135367,RTK,1.1048,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,1116.1381642972249,1120.5237759447582,1.0039292730844793
Morris_et_al_2020,Cape Cod West,WE5-000,-70.19804274854832,42.03269885135367,RTK,1.1048,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1839.7640861402194,563.551096708029,0.3063170441001192
Morris_et_al_2020,Cape Cod West,WE5-100,-70.19911043511507,42.03230042516617,RTK,0.630900000004,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,3297.9799589450195,1122.7165817685247,0.3404255319148959
Morris_et_al_2020,Cape Cod West,WE5-200,-70.20014017970722,42.031812321732026,RTK,0.227100000004,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,5374.567074052059,828.8806013837936,0.15422276621787026
Morris_et_al_2020,Cape Cod West,WE5-300,-70.20115867819567,42.03136935880725,RTK,0.262000000002,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,4118.089337033746,506.53814529009617,0.1230031948881796
Morris_et_al_2020,Cape Cod West,WE6-000,-70.20187585364756,42.03865703775417,RTK,1.3414,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1045.968377936692,221.47338820043166,0.2117400419287212
Morris_et_al_2020,Cape Cod West,WE6-000,-70.20187585364756,42.03865703775417,RTK,1.3414,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,620.564048125962,517.5021744089294,0.8339222614840988
Morris_et_al_2020,Cape Cod West,WE6-160,-70.20364251392814,42.0381611833627,RTK,1.3895,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1605.1338629971879,453.9108055196965,0.2827868852459016
Morris_et_al_2020,Cape Cod West,WE6-160,-70.20364251392814,42.0381611833627,RTK,1.3895,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,1050.3539895842252,532.851815175296,0.5073068893528184
Morris_et_al_2020,Cape Cod West,WE6-290,-70.20512145799057,42.03778540662834,RTK,1.3662,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,826.6877955600271,1109.5597468259248,1.3421750663129972
Morris_et_al_2020,Cape Cod West,WE6-440,-70.20672865435627,42.03716508958341,RTK,1.2519,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,953.8705333384927,504.34533946632945,0.5287356321839081
Morris_et_al_2020,Cape Cod West,WE7-090,-70.20367821673982,42.03941269818692,RTK,1.29670000001,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,936.3280867483595,NA,NA
Morris_et_al_2020,Cape Cod West,WE7-090,-70.20367821673982,42.03941269818692,RTK,1.29670000001,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,611.7928248308954,431.98274728203006,0.7060931899641577
Morris_et_al_2020,Cape Cod West,WE7-230,-70.20527611177029,42.03893660143299,RTK,1.288,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,589.8647665932289,1195.0791739528242,2.0260223048327135
Morris_et_al_2020,Cape Cod West,WE7-280,-70.20574448492181,42.03878757911533,RTK,1.2757,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1824.414445373853,440.7539705770966,0.2415865384615384
Morris_et_al_2020,Gateway National Recreation Area,RBL000W015,-73.78558328375344,40.61124459170582,RTK,-0.1429788,0.027019616408083962,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,416.78400000000005,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL050W004,-73.7858182996275,40.61167333038332,RTK,0.8929867499999999,0.004584194501672747,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,336.46399999999994,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL050W064,-73.78639478727882,40.61135720880844,RTK,0.8123876,0.00400345336678223,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,663.5519999999999,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL050W124,-73.78696493077425,40.6110352544859,RTK,0.8831794,0.003077072530831867,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,652.176,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL100W024,-73.78636846208845,40.61193770619509,RTK,0.8605572,0.010834505892748404,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,41.85599999999998,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL100W084,-73.78695889353116,40.6116382141519,RTK,0.47155640000000004,0.06262696865855795,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,NA,NA,NA,allometry,no,1,0,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL100W114,-73.78724983863468,40.61149346418107,RTK,-0.09411816666666667,0.032812058004557484,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,521.008,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL150W046,-73.78691702826167,40.61217731949356,RTK,0.1822334,0.018200586184516147,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,789.0079999999999,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL150W106,-73.78749000821622,40.61186063704086,RTK,0.8402618,0.00951505628149407,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,289.264,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL200W011,-73.7869314660087,40.61272427080909,RTK,0.6897124285714286,0.02188830470589166,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,590.2879999999999,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL200W131,-73.78805399658121,40.61207497727742,RTK,0.8410856,0.009796167922203046,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,645.344,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL250W052,-73.7876578299792,40.61286324310532,RTK,0.8766982,0.0029129402568538964,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,1496.4479999999999,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,RBL250W112,-73.78822201870703,40.612539712768886,RTK,0.8880899999999999,0.0022641125855398657,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,1097.792,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL150E108,-73.84637244529796,40.6377518552293,RTK,0.7257412,0.01010490303466589,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,604.2239999999999,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL200E110,-73.84614314454,40.63735786226562,RTK,0.632656,0.007642903407737156,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,242.096,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL200W038,-73.84776617529737,40.63684610630056,RTK,0.8030864,0.0035566309704550426,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,612.512,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL250E015,-73.84690428817697,40.63666964620068,RTK,0.618274,0.012622950562368528,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,3.0079999999999956,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL300E025,-73.84650677170308,40.63632669104288,RTK,0.759066,0.002318604149051749,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,482.22400000000005,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL300E125,-73.84548155709263,40.63678559736405,RTK,0.683763,0.0026107548525282774,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,171.23199999999997,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL300W043,-73.84720365540572,40.63601089718833,RTK,0.6835512,0.006923311334903256,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,248.52800000000002,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL300W143,-73.84821388738632,40.635562290126906,RTK,0.7205161999999999,0.01342160245797796,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,39.80799999999999,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL350E073,-73.84571826803368,40.63613806228886,RTK,0.756091375,0.0017185047480866677,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,1389.6319999999998,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL350E173,-73.8446889750962,40.63659662082562,RTK,0.6524916,0.004751530991164848,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,34.89599999999999,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL350W075,-73.84711821798719,40.63552626977144,RTK,0.20509742857142857,0.00939456789562874,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,1.12,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL350W175,-73.84815963043972,40.635076363294765,RTK,0.5375932857142857,0.0072117626856416685,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,350.70399999999995,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL400E091,-73.84524194753213,40.63584106293249,RTK,0.8011919090909091,0.019408184647183607,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,630.336,NA,NA
Morris_et_al_2020,Gateway National Recreation Area,EEBL400W067,-73.84685685160085,40.635116778723955,RTK,0.5043644,0.005106300251649912,NAVD88,RTK,-0.053,0.866,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2012,yes,field,Spartina,alterniflora,NA,allometry,no,1,873.04,NA,NA
